# 2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
nan,nan,nan,nan,27.8,13.0,11.1,22.2,18.3,11.1,25.9,11.1,16.5,9.4,14.8
nan,nan,nan,nan,18.3,11.1,18.3,22.2,14.8,7.6,14.8,11.1,14.8,22.2,14.8
nan,nan,nan,nan,14.8,9.4,16.5,18.3,14.8,7.6,nan,3.5,18.3,14.8,11.1
nan,nan,nan,nan,11.1,22.2,11.1,22.2,22.2,7.6,3.5,7.6,18.3,7.6,16.5
nan,nan,nan,nan,11.1,18.3,20.6,7.6,11.1,11.1,3.5,3.5,22.2,5.4,13.0
nan,nan,nan,nan,11.1,24.1,18.3,11.1,11.1,7.6,7.6,7.6,9.4,18.3,14.8
nan,nan,nan,nan,14.8,18.3,25.9,14.8,11.1,7.6,7.6,7.6,11.1,13.0,9.4
nan,nan,nan,nan,22.2,22.2,18.3,18.3,11.1,7.6,18.3,7.6,18.3,14.8,14.8
nan,nan,nan,nan,22.2,13.0,18.3,16.5,14.8,13.0,18.3,18.3,11.1,14.8,11.1
nan,nan,nan,nan,29.4,11.1,16.5,22.2,11.1,33.5,11.1,11.1,5.4,18.3,9.4
nan,nan,nan,nan,24.1,14.8,18.3,11.1,11.1,22.2,11.1,7.6,25.9,16.5,9.4
nan,nan,nan,nan,18.3,13.0,14.8,27.8,18.3,11.1,7.6,3.5,13.0,18.3,5.4
nan,nan,nan,nan,33.5,25.9,13.0,14.8,18.3,25.9,25.9,11.1,14.8,9.4,9.4
nan,nan,nan,nan,18.3,37.0,13.0,7.6,11.1,29.4,7.6,11.1,13.0,11.1,9.4
nan,nan,nan,nan,25.9,13.0,18.3,14.8,11.1,18.3,14.8,14.8,9.4,11.1,11.1
nan,nan,nan,nan,22.2,24.1,22.2,14.8,11.1,11.1,14.8,22.2,14.8,5.4,14.8
nan,nan,nan,nan,20.6,18.3,18.3,14.8,25.9,18.3,18.3,14.8,20.6,7.6,25.9
nan,nan,nan,nan,7.6,18.3,18.3,14.8,29.4,27.8,11.1,11.1,29.4,9.4,22.2
nan,nan,nan,nan,7.6,13.0,9.4,18.3,25.9,29.4,25.9,11.1,16.5,9.4,9.4
nan,nan,nan,nan,11.1,11.1,11.1,22.2,84.8,22.2,11.1,7.6,18.3,16.5,14.8
nan,nan,nan,nan,13.0,13.0,11.1,14.8,11.1,25.9,3.5,7.6,25.9,13.0,7.6
nan,nan,nan,nan,11.1,7.6,24.1,14.8,11.1,22.2,3.5,11.1,20.6,5.4,16.5
nan,nan,nan,nan,13.0,14.8,24.1,14.8,18.3,22.2,18.3,14.8,83.5,14.8,24.1
nan,nan,nan,nan,18.3,16.5,16.5,18.3,18.3,11.1,14.8,33.5,16.5,7.6,14.8
nan,nan,nan,nan,nan,11.1,33.5,16.5,18.3,7.6,11.1,29.4,14.8,9.4,13.0
nan,nan,nan,nan,nan,20.6,27.8,16.5,18.3,3.5,11.1,14.8,18.3,9.4,27.8
nan,nan,nan,nan,nan,13.0,14.8,11.1,14.8,7.6,7.6,11.1,25.9,13.0,29.4
nan,nan,nan,nan,nan,14.8,24.1,14.8,18.3,7.6,14.8,7.6,25.9,14.8,16.5
nan,nan,nan,nan,nan,16.5,24.1,13.0,14.8,7.6,11.1,7.6,11.1,9.4,14.8
nan,nan,nan,nan,nan,16.5,29.4,14.8,22.2,11.1,7.6,3.5,9.4,16.5,16.5
nan,nan,nan,nan,nan,13.0,16.5,14.8,14.8,18.3,11.1,14.8,16.5,9.4,9.4
nan,nan,nan,nan,nan,20.6,11.1,14.8,14.8,11.1,29.4,11.1,18.3,14.8,14.8
nan,nan,nan,nan,nan,22.2,22.2,11.1,18.3,22.2,18.3,7.6,16.5,20.6,13.0
nan,nan,nan,nan,nan,20.6,14.8,11.1,14.8,14.8,25.9,11.1,14.8,18.3,18.3
nan,nan,nan,nan,nan,14.8,14.8,14.8,11.1,14.8,18.3,7.6,14.8,18.3,13.0
nan,nan,nan,nan,16.5,22.2,9.4,14.8,18.3,22.2,22.2,25.9,11.1,24.1,22.2
nan,nan,nan,nan,13.0,22.2,14.8,18.3,25.9,18.3,25.9,25.9,11.1,22.2,22.2
nan,nan,nan,nan,14.8,22.2,22.2,22.2,18.3,25.9,11.1,33.5,22.2,11.1,14.8
nan,nan,nan,nan,11.1,18.3,18.3,18.3,18.3,22.2,7.6,29.4,16.5,13.0,16.5
nan,nan,nan,nan,18.3,20.6,18.3,22.2,18.3,18.3,25.9,11.1,13.0,9.4,20.6
nan,nan,nan,nan,13.0,22.2,16.5,22.2,11.1,11.1,11.1,3.5,16.5,14.8,14.8
nan,nan,nan,nan,14.8,20.6,18.3,14.8,18.3,22.2,11.1,3.5,35.2,9.4,25.9
nan,nan,nan,nan,18.3,18.3,27.8,11.1,18.3,22.2,22.2,11.1,22.2,16.5,13.0
nan,nan,nan,nan,16.5,20.6,22.2,14.8,33.5,22.2,22.2,11.1,20.6,25.9,14.8
nan,nan,nan,nan,14.8,22.2,18.3,22.2,14.8,18.3,25.9,7.6,25.9,13.0,22.2
nan,nan,nan,nan,11.1,25.9,20.6,18.3,25.9,22.2,11.1,11.1,29.4,9.4,18.3
nan,nan,nan,nan,16.5,25.9,18.3,18.3,14.8,29.4,11.1,7.6,25.9,14.8,22.2
nan,nan,nan,nan,18.3,20.6,20.6,14.8,22.2,25.9,11.1,22.2,14.8,14.8,24.1
nan,nan,nan,nan,16.5,18.3,20.6,14.8,14.8,22.2,14.8,11.1,16.5,11.1,22.2
nan,nan,nan,nan,16.5,22.2,25.9,16.5,18.3,14.8,18.3,22.2,11.1,14.8,14.8
nan,nan,nan,nan,25.9,25.9,22.2,22.2,18.3,25.9,7.6,11.1,20.6,18.3,18.3
nan,nan,nan,nan,27.8,27.8,16.5,14.8,11.1,14.8,29.4,14.8,18.3,13.0,13.0
nan,nan,nan,nan,25.9,18.3,14.8,20.6,22.2,22.2,22.2,18.3,14.8,18.3,18.3
nan,nan,nan,nan,22.2,31.3,25.9,14.8,22.2,18.3,11.1,18.3,18.3,18.3,18.3
nan,nan,nan,nan,22.2,25.9,18.3,27.8,7.6,18.3,18.3,11.1,16.5,7.6,14.8
nan,nan,nan,nan,18.3,18.3,18.3,24.1,7.6,22.2,25.9,25.9,18.3,18.3,25.9
nan,nan,nan,nan,24.1,18.3,11.1,25.9,18.3,22.2,14.8,18.3,14.8,18.3,25.9
nan,nan,nan,nan,24.1,25.9,16.5,22.2,25.9,22.2,14.8,11.1,20.6,11.1,13.0
nan,nan,nan,nan,22.2,35.2,22.2,25.9,25.9,14.8,25.9,18.3,29.4,14.8,24.1
nan,nan,nan,nan,16.5,22.2,18.3,18.3,18.3,22.2,11.1,29.4,25.9,18.3,20.6
nan,nan,nan,nan,18.3,25.9,20.6,25.9,18.3,22.2,18.3,14.8,22.2,14.8,16.5
nan,nan,nan,nan,24.1,29.4,18.3,29.4,22.2,18.3,25.9,11.1,18.3,25.9,22.2
nan,nan,nan,nan,29.4,25.9,7.6,18.3,18.3,22.2,22.2,22.2,20.6,14.8,25.9
nan,nan,nan,nan,25.9,22.2,11.1,22.2,11.1,22.2,22.2,22.2,25.9,16.5,18.3
nan,nan,nan,nan,25.9,18.3,25.9,22.2,22.2,22.2,25.9,18.3,22.2,13.0,22.2
nan,nan,nan,nan,24.1,22.2,22.2,16.5,7.6,22.2,18.3,18.3,24.1,20.6,20.6
nan,nan,nan,nan,18.3,33.5,18.3,18.3,18.3,29.4,25.9,24.1,27.8,11.1,22.2
nan,nan,nan,nan,25.9,25.9,9.4,14.8,22.2,25.9,14.8,22.2,25.9,16.5,22.2
nan,nan,nan,nan,24.1,27.8,22.2,18.3,18.3,33.5,18.3,14.8,24.1,22.2,18.3
nan,nan,nan,nan,25.9,29.4,14.8,18.3,18.3,18.3,25.9,29.4,27.8,9.4,14.8
nan,nan,nan,nan,24.1,18.3,18.3,18.3,25.9,14.8,18.3,25.9,22.2,14.8,18.3
nan,nan,nan,nan,25.9,22.2,18.3,14.8,18.3,18.3,25.9,22.2,18.3,22.2,20.6
nan,nan,nan,nan,24.1,29.4,18.3,18.3,22.2,22.2,25.9,18.3,27.8,14.8,22.2
nan,nan,nan,nan,22.2,22.2,18.3,14.8,14.8,18.3,22.2,29.4,25.9,14.8,25.9
nan,nan,nan,nan,16.5,16.5,18.3,18.3,18.3,14.8,18.3,22.2,24.1,20.6,14.8
nan,nan,nan,nan,24.1,9.4,14.8,22.2,22.2,22.2,nan,14.8,18.3,18.3,14.8
nan,nan,nan,nan,11.1,20.6,18.3,18.3,25.9,33.5,nan,29.4,29.4,16.5,25.9
nan,nan,nan,nan,18.3,22.2,13.0,22.2,18.3,25.9,25.9,25.9,22.2,18.3,18.3
nan,nan,nan,nan,18.3,25.9,16.5,25.9,18.3,18.3,22.2,33.5,25.9,24.1,24.1
nan,nan,nan,nan,20.6,18.3,22.2,14.8,29.4,14.8,18.3,27.8,18.3,18.3,22.2
